Location,Area,Rainfall,Temperature,Soil_Type,Nitrogen,Phosphorus,Potassium,Humidity,Yield(kg/ha),Season
Bidar,505,1324.53,30.64,Laterite Soil,79,49,32,60.33,4700,Rabi
Bidar,803,1157.61,27.64,Red Soil,46,21,31,81.1,4493,Kharif
Humnabad,602,954.82,24.19,Black Soil,47,23,47,88.75,4250,Rabi
Humnabad,671,1477.42,24.04,Black Soil,58,27,33,82.05,4700,Kharif
Basavakalyan,326,1159.38,21.62,Black Soil,61,38,54,87.51,4700,Kharif
Basavakalyan,1105,1299.23,32.13,Laterite Soil,79,39,32,88,4700,Kharif
Humnabad,359,1218.79,28.3,Laterite Soil,48,37,41,89.79,4633,Kharif
Bidar,1215,932.8,20.35,Laterite Soil,74,20,51,69.33,4391,Rabi
Bhalki,1297,1471.65,28.61,Laterite Soil,58,49,45,90.49,4700,Kharif
Bidar,336,1375.52,25.81,Laterite Soil,71,43,57,82.89,4700,Kharif
Bidar,1198,989.46,32.64,Laterite Soil,57,42,40,70.14,4087,Kharif
Bhalki,1337,1488.99,30.65,Red Soil,64,45,39,94.56,4700,Kharif
Basavakalyan,1155,1342.14,22.23,Red Soil,68,21,48,93.26,4700,Rabi
Humnabad,184,1183.39,29.36,Red Soil,54,27,39,80.11,4540,Kharif
Basavakalyan,1426,1266.82,26.31,Red Soil,51,48,50,89.51,4700,Rabi
Basavakalyan,624,964.04,22.43,Black Soil,61,29,54,69.15,4317,Kharif
Basavakalyan,908,1236.25,29.08,Laterite Soil,66,38,32,74.56,4692,Kharif
Humnabad,619,944.2,27.12,Laterite Soil,55,26,53,66.44,4117,Kharif
Basavakalyan,1056,1226.91,20.39,Red Soil,67,36,35,78.2,4700,Rabi
Basavakalyan,671,1231.62,28.41,Black Soil,66,47,43,77.36,4700,Kharif
Aurad,413,1424.66,28.25,Red Soil,62,48,41,67.45,4700,Kharif
Bidar,1278,1335.03,21.87,Laterite Soil,70,49,37,83.55,4700,Kharif
Aurad,1393,1049.73,24.54,Red Soil,74,22,31,64.12,4476,Kharif
Humnabad,916,1433.06,27.62,Black Soil,57,44,38,62.16,4700,Kharif
Bhalki,556,1243.95,21.8,Laterite Soil,48,34,43,73.47,4700,Kharif
Bhalki,795,1263.83,31.09,Black Soil,71,23,30,74.34,4700,Kharif
Aurad,1379,1001.39,20.36,Red Soil,54,36,32,71.19,4402,Kharif
Aurad,785,1414.66,21.34,Laterite Soil,72,30,49,69.03,4700,Kharif
Aurad,1389,1458.58,21.51,Black Soil,65,49,35,71.86,4700,Kharif
Bidar,213,1364.99,26.87,Black Soil,55,25,56,65.72,4700,Kharif
Humnabad,1118,1464.45,28.06,Black Soil,64,36,49,74.12,4700,Kharif
Basavakalyan,963,1081.38,25.25,Laterite Soil,63,29,42,91.66,4559,Rabi
Aurad,1021,1416.67,23.75,Laterite Soil,54,20,40,67.85,4700,Kharif
Bidar,187,1193.34,30.52,Red Soil,59,37,44,83.96,4574,Kharif
Bhalki,909,998.35,20.89,Red Soil,62,33,47,64.96,4406,Kharif
Bhalki,814,1301.28,23.64,Laterite Soil,51,38,48,72.39,4700,Kharif
Bhalki,371,1310.47,20.51,Black Soil,74,48,48,71.24,4700,Kharif
Aurad,919,1072.15,20.18,Laterite Soil,58,37,35,92.8,4644,Rabi
Bhalki,622,916.5,24.59,Laterite Soil,74,43,44,74.98,4278,Kharif
Bhalki,506,1019.91,22.53,Laterite Soil,71,41,50,84.17,4535,Rabi
Bhalki,728,1139.87,23.49,Laterite Soil,61,20,43,81.09,4654,Kharif
Basavakalyan,384,1000.54,30.67,Red Soil,74,41,34,64.94,4237,Kharif
Bhalki,751,1016.42,22.12,Red Soil,62,20,59,92.88,4520,Kharif
Bidar,243,1134.83,30.14,Black Soil,47,28,40,72.11,4359,Kharif
Aurad,1010,1477.07,28.78,Laterite Soil,72,33,49,61.57,4700,Kharif
Basavakalyan,988,1358.55,24.24,Laterite Soil,74,22,42,70.52,4700,Kharif
Basavakalyan,338,1091.85,27.11,Red Soil,65,31,42,71.75,4464,Kharif
Aurad,798,1470.96,25.78,Red Soil,64,36,33,63.25,4700,Kharif
Bhalki,165,1287.39,21.67,Laterite Soil,66,36,38,81.7,4700,Kharif
Bhalki,513,1173.27,31.79,Red Soil,65,21,52,72.14,4495,Kharif
Humnabad,893,1180.98,27.41,Laterite Soil,68,48,58,82.02,4676,Kharif
Bhalki,559,1146.45,31.44,Black Soil,65,25,42,60.24,4408,Kharif
Bidar,323,1039.8,30.71,Black Soil,51,20,57,94.37,4287,Rabi
Bhalki,335,1131.98,21.04,Black Soil,52,42,37,65.97,4587,Kharif
Aurad,1203,1216.74,22.69,Laterite Soil,66,46,49,83.08,4700,Rabi
Bhalki,619,1216.82,21.89,Red Soil,66,31,40,85.05,4700,Kharif
Aurad,461,1357.04,30.8,Black Soil,74,23,48,66.01,4700,Kharif
Basavakalyan,949,1115.28,31.21,Laterite Soil,78,42,30,63.91,4450,Kharif
Humnabad,1251,1330.08,26.86,Black Soil,73,35,38,65.34,4700,Kharif
Basavakalyan,684,1246.86,21.35,Black Soil,54,39,54,68.64,4700,Kharif
Aurad,678,1477.11,21.76,Red Soil,49,30,31,65.89,4700,Kharif
Humnabad,271,1131.17,30.58,Laterite Soil,78,39,33,83.59,4573,Kharif
Basavakalyan,377,1440.73,32.08,Red Soil,54,49,58,74.73,4700,Kharif
Bhalki,1138,1392.39,22.59,Red Soil,53,39,33,78.82,4700,Kharif
Bhalki,1348,1282.6,20.14,Red Soil,76,45,57,61.66,4700,Kharif
Humnabad,702,1292.71,24.3,Black Soil,49,47,30,90.14,4700,Kharif
Basavakalyan,164,950.79,20.4,Black Soil,79,29,57,65.97,4439,Rabi
Bidar,363,1470.13,30.76,Black Soil,55,27,47,72.61,4700,Kharif
Bidar,752,964.16,26.39,Laterite Soil,60,21,43,62.52,4185,Kharif
Bidar,201,1237.94,28.34,Red Soil,71,27,42,64.79,4700,Kharif
Basavakalyan,1079,1098.04,25.35,Black Soil,64,45,37,83.3,4559,Kharif
Basavakalyan,1489,1157.91,24.49,Red Soil,45,46,35,84.24,4578,Kharif
Basavakalyan,206,1266.11,22.89,Red Soil,70,20,46,83.69,4700,Kharif
Aurad,1462,1445.31,30.02,Red Soil,55,48,52,79.32,4700,Kharif
Bidar,1322,1174.54,29.04,Red Soil,59,42,40,93.34,4615,Kharif
Bidar,557,1492.64,24.69,Red Soil,62,26,44,77.75,4700,Rabi
Bidar,681,1255.69,24.17,Black Soil,68,41,36,75.73,4700,Kharif
Aurad,1497,996.33,20.02,Laterite Soil,72,33,51,68.66,4499,Kharif
Aurad,506,1014.01,20.83,Laterite Soil,69,23,58,63.46,4472,Kharif
Basavakalyan,849,1329.67,28.1,Laterite Soil,67,40,59,79.19,4700,Kharif
Bidar,1206,930.24,26.69,Laterite Soil,55,36,56,71.02,4121,Kharif
Bidar,823,1188.2,25.65,Red Soil,77,21,37,78.34,4700,Kharif
Bhalki,1023,988.93,30.76,Black Soil,60,45,40,67.21,4139,Kharif
Bhalki,1459,1159.93,26.55,Black Soil,67,42,57,89.34,4683,Kharif
Bhalki,666,1349.95,25,Red Soil,50,21,50,94.99,4700,Rabi
Aurad,830,1175.29,22.1,Red Soil,68,27,31,71.28,4700,Kharif
Basavakalyan,876,998.07,30.67,Black Soil,50,26,49,89.48,4187,Kharif
Humnabad,266,1051.16,27.49,Black Soil,54,45,40,90.55,4391,Kharif
Bidar,916,1120.52,21.2,Laterite Soil,66,27,43,94.86,4700,Rabi
Bhalki,418,941.74,28.44,Laterite Soil,67,39,53,72,4174,Kharif
Bidar,867,1250.6,25.53,Laterite Soil,49,36,42,86.46,4700,Kharif
Bidar,870,1264.52,30.55,Black Soil,72,42,37,68.01,4700,Kharif
Bidar,1336,937.29,31.95,Laterite Soil,53,36,41,81.87,4033,Kharif
Basavakalyan,289,1141.39,27.81,Black Soil,72,26,50,84.67,4629,Kharif
Bidar,293,1148.4,29.51,Black Soil,69,44,51,85.94,4587,Kharif
Basavakalyan,371,1100.29,20.74,Red Soil,71,24,38,67.25,4657,Kharif
Humnabad,930,1234.64,27.28,Black Soil,68,49,55,89.71,4700,Kharif
Humnabad,1041,1107.57,29.82,Red Soil,60,34,55,74.73,4407,Kharif
Aurad,737,1149.85,26.46,Red Soil,46,21,39,67.57,4454,Kharif
Bidar,779,1378.51,27.72,Black Soil,46,30,40,78.99,4700,Kharif
Bhalki,584,997.27,31.69,Black Soil,49,49,40,90.22,4157,Kharif
Aurad,1240,1271.47,22.58,Laterite Soil,65,36,45,93.85,4700,Kharif
Aurad,1179,1203.36,21.28,Black Soil,54,43,47,86.19,4700,Kharif
Humnabad,1414,1083.04,28.98,Laterite Soil,62,32,50,60.2,4337,Kharif
Bhalki,1228,1336.52,30.7,Laterite Soil,70,23,38,64.71,4700,Kharif
Bidar,532,1230.71,31.06,Black Soil,64,43,32,62.67,4573,Rabi
Bidar,583,1186.42,28.34,Laterite Soil,65,37,51,63.54,4571,Kharif
Humnabad,1244,1300.6,30.83,Red Soil,46,48,33,73.41,4639,Kharif
Basavakalyan,629,1381.37,29.11,Red Soil,77,33,49,71.85,4700,Kharif
Humnabad,1316,1483.6,21.14,Black Soil,67,38,48,63.98,4700,Kharif
Bhalki,171,1277.61,29.91,Black Soil,75,22,39,90.88,4700,Kharif
Basavakalyan,710,1424.66,22.33,Black Soil,48,23,42,81.54,4700,Kharif
Bhalki,797,900.65,23.08,Red Soil,47,44,30,87.88,4177,Kharif
Bidar,761,1218.14,25.13,Laterite Soil,54,28,41,73,4680,Kharif
Basavakalyan,617,1028.79,24.09,Red Soil,76,40,40,74.36,4503,Kharif
Bhalki,1466,956.52,24.18,Laterite Soil,71,42,53,71.12,4327,Rabi
Bidar,861,1219.18,22.2,Laterite Soil,63,33,34,75.34,4700,Kharif
Bhalki,995,1348.1,23.82,Black Soil,45,48,31,81.36,4700,Kharif
Basavakalyan,270,1147.36,20.26,Black Soil,70,49,46,77.25,4700,Kharif
Bidar,888,1302.06,26.15,Black Soil,57,44,46,89.33,4700,Kharif
Bhalki,900,1193.83,29.99,Red Soil,79,36,49,91.5,4700,Kharif
Aurad,938,1162.25,31.21,Red Soil,46,48,44,76.44,4393,Kharif
Basavakalyan,1274,1074.15,30.67,Red Soil,66,21,33,68.39,4336,Kharif
Basavakalyan,1044,1129.56,25.41,Black Soil,72,33,51,93.08,4700,Kharif
Basavakalyan,1156,1109.88,29.5,Black Soil,46,41,40,85.73,4379,Kharif
Bidar,336,1287.71,23.74,Laterite Soil,55,35,52,82.4,4700,Kharif
Basavakalyan,1332,969.61,20.72,Laterite Soil,70,38,30,86.09,4491,Kharif
Bhalki,667,955.58,28.79,Black Soil,72,35,39,62.66,4182,Kharif
Aurad,831,1296.01,28.43,Red Soil,70,30,47,62.37,4700,Kharif
Bhalki,1353,1227.78,30.42,Black Soil,61,47,44,65.36,4576,Rabi
Bhalki,1385,1158.12,28.01,Red Soil,47,46,48,65.16,4427,Kharif
Basavakalyan,1150,991.47,22.04,Black Soil,58,33,54,74.72,4380,Kharif
Aurad,789,1146.62,31.09,Black Soil,60,26,33,65.51,4408,Kharif
Aurad,879,1373.84,28.15,Laterite Soil,72,24,35,89.91,4700,Kharif
Aurad,802,1433.77,30.5,Red Soil,72,45,31,80.23,4700,Kharif
Aurad,582,1321.55,30.06,Red Soil,69,27,42,72.89,4700,Rabi
Humnabad,793,935.95,23.87,Black Soil,53,48,56,62.44,4155,Kharif
Aurad,912,1302.25,20.97,Laterite Soil,55,36,31,80.69,4700,Kharif
Basavakalyan,1039,1044.59,22.29,Black Soil,65,49,42,64.08,4469,Rabi
Aurad,250,1089.15,21.21,Black Soil,46,44,44,86.01,4550,Kharif
Bhalki,469,1017.52,23.16,Red Soil,78,33,58,88.1,4572,Kharif
Humnabad,1271,1365.45,25.97,Black Soil,57,46,47,79.04,4700,Rabi
Bhalki,997,1289.16,31.79,Laterite Soil,49,29,40,65.24,4580,Kharif
Basavakalyan,428,1267.1,31.34,Black Soil,55,41,34,87.54,4677,Kharif
Basavakalyan,847,1300.78,29.34,Laterite Soil,73,31,58,70.77,4700,Kharif
Aurad,1316,1042.06,20.31,Red Soil,72,24,54,67.79,4571,Kharif
Basavakalyan,505,1166.79,24.44,Red Soil,72,27,43,76.47,4700,Kharif
Humnabad,1044,1279.95,28.87,Black Soil,49,47,51,92.29,4700,Kharif
Bhalki,1018,1281.96,21.68,Laterite Soil,64,31,45,70.41,4700,Kharif
Basavakalyan,579,1375.11,30.41,Red Soil,54,23,43,91.7,4700,Kharif
Basavakalyan,1212,1072.26,31.89,Laterite Soil,76,47,38,61.88,4336,Kharif
Humnabad,1476,1362.2,24.6,Red Soil,73,32,35,62.92,4700,Kharif
Bidar,574,1164.11,29.18,Red Soil,46,44,38,84.45,4479,Rabi
Bidar,578,1302.1,21.93,Laterite Soil,45,40,58,66.67,4700,Rabi
Humnabad,1459,1173.43,28.98,Laterite Soil,64,36,34,71.08,4555,Rabi
Basavakalyan,604,1469.17,20.28,Laterite Soil,45,43,40,64.77,4700,Kharif
Humnabad,1497,1007.58,21.96,Red Soil,48,44,41,71.63,4339,Kharif
Humnabad,668,1305,29.23,Laterite Soil,59,40,46,69.82,4700,Kharif
Bidar,1476,1245.92,29.25,Black Soil,74,48,35,85.77,4700,Kharif
Aurad,359,1003.64,28.34,Laterite Soil,50,24,49,84.57,4236,Kharif
Basavakalyan,740,939.6,26.21,Red Soil,45,25,54,93.42,4179,Kharif
Bhalki,1043,1379.49,28.77,Laterite Soil,51,28,35,85.35,4700,Kharif
Humnabad,1016,994.47,30.06,Laterite Soil,49,24,44,84.32,4169,Rabi
Bidar,593,1011.9,32.56,Laterite Soil,51,21,46,84.3,4150,Rabi
Aurad,1306,1487.06,31.55,Black Soil,47,22,51,90.9,4700,Kharif
Basavakalyan,325,1330.36,30.33,Red Soil,56,30,32,70.37,4700,Kharif
Humnabad,1260,1050.29,29.03,Black Soil,59,29,48,70.5,4300,Kharif
Bidar,910,1254.57,27.46,Black Soil,64,22,52,85.94,4700,Kharif
Humnabad,366,1220.47,21.57,Red Soil,65,28,31,68,4700,Kharif
Bhalki,1012,1406.68,22.15,Red Soil,76,27,38,91.92,4700,Kharif
Basavakalyan,753,1337.59,30.66,Laterite Soil,56,35,38,78.72,4700,Kharif
Basavakalyan,1405,1399.03,30.44,Red Soil,51,48,36,70.5,4700,Kharif
Basavakalyan,969,1026.9,27.99,Laterite Soil,75,48,54,87.16,4447,Rabi
Basavakalyan,1211,1284.13,25.7,Black Soil,45,41,45,70.93,4700,Kharif
Bidar,573,924.14,20.34,Laterite Soil,55,40,56,93.71,4359,Kharif
Bhalki,1030,941.36,24.25,Red Soil,78,45,35,94.4,4433,Kharif
Humnabad,1114,1328.12,25.47,Laterite Soil,63,21,38,83.34,4700,Kharif
Bidar,1057,914.65,26.32,Black Soil,55,44,55,63.98,4074,Kharif
Aurad,728,1247.86,32.08,Red Soil,77,29,42,69.21,4682,Kharif
Basavakalyan,334,1404.24,21.41,Red Soil,77,43,31,78.04,4700,Kharif
Basavakalyan,424,1127.97,26.75,Laterite Soil,52,33,43,89.8,4532,Kharif
Humnabad,751,926.9,24.78,Laterite Soil,52,24,34,66.47,4126,Kharif
Basavakalyan,1459,1328.31,32.87,Laterite Soil,78,41,40,63.65,4700,Kharif
Basavakalyan,868,1457.81,31.2,Black Soil,71,44,44,62.61,4700,Kharif
Humnabad,679,1330.3,25.7,Black Soil,73,20,35,77.74,4700,Kharif
Bhalki,1162,1247.07,33,Red Soil,58,32,57,90.96,4631,Rabi
Bidar,905,1038.02,26.68,Red Soil,78,23,35,61.48,4415,Kharif
Bhalki,156,909.23,22.17,Black Soil,45,40,45,67.43,4122,Rabi
Humnabad,337,1316.8,27.23,Laterite Soil,53,28,56,84.26,4700,Kharif
Basavakalyan,1289,1038.62,22.94,Laterite Soil,54,35,49,88.91,4475,Kharif
Basavakalyan,648,1414.9,28.27,Black Soil,74,47,58,88.26,4700,Kharif
Bhalki,212,1179.82,32.19,Laterite Soil,62,40,33,87.48,4540,Kharif
Aurad,590,1218.38,30.22,Black Soil,61,40,34,64.54,4561,Kharif
Bidar,736,1352.36,23.55,Laterite Soil,50,47,35,73.9,4700,Kharif
Basavakalyan,528,1367.66,23.86,Laterite Soil,55,47,57,94.47,4700,Kharif
Humnabad,444,1285.59,20.9,Red Soil,68,38,42,94.61,4700,Rabi
Bhalki,1405,1463.06,23.72,Laterite Soil,77,43,43,81.08,4700,Kharif
Bidar,589,1489.38,21.2,Laterite Soil,77,33,53,84.82,4700,Kharif
Aurad,543,1468.13,26.49,Black Soil,62,42,57,93.29,4700,Kharif
Basavakalyan,886,1394.51,29.21,Black Soil,49,43,42,75.75,4700,Kharif
Bhalki,1449,1323.38,29.77,Black Soil,75,39,39,64.79,4700,Kharif
Basavakalyan,1023,1298,20.77,Black Soil,60,27,46,83.41,4700,Kharif
Bhalki,853,962.25,24.42,Laterite Soil,46,29,53,93.6,4271,Rabi
Aurad,1340,1062.89,23.75,Black Soil,53,39,47,84.4,4475,Kharif
Humnabad,248,903.41,21.36,Red Soil,46,20,56,88.12,4220,Kharif
Humnabad,1032,982.45,24.71,Black Soil,64,39,36,74.8,4333,Kharif
Bidar,561,1163.54,23.89,Laterite Soil,61,24,33,63.38,4616,Kharif
Basavakalyan,1401,987.92,28.25,Red Soil,69,45,53,65.91,4249,Kharif
Basavakalyan,563,1441,31.48,Laterite Soil,63,34,51,94.39,4700,Kharif
Basavakalyan,463,1383.42,25.91,Red Soil,52,27,50,77.26,4700,Kharif
Humnabad,475,942.97,29.71,Red Soil,55,47,45,60.42,4026,Kharif
Bidar,1235,1049.35,21.9,Red Soil,57,29,39,93.44,4557,Kharif
Humnabad,278,1391.44,31.63,Laterite Soil,57,25,55,77.42,4700,Kharif
Bhalki,572,1381.83,21.98,Red Soil,53,34,59,89.27,4700,Kharif
Basavakalyan,800,1467.27,22.5,Laterite Soil,49,34,50,79.2,4700,Rabi
Bhalki,379,1498.53,21.38,Red Soil,62,46,49,63.56,4700,Kharif
Aurad,826,1485.76,24.03,Black Soil,58,29,59,81.54,4700,Kharif
Bhalki,865,1146.08,27.18,Black Soil,78,40,48,94.91,4700,Kharif
Bhalki,759,1050.2,32.84,Red Soil,66,38,32,61.22,4210,Kharif
Bhalki,487,1355.05,30.31,Red Soil,77,23,59,89.46,4700,Kharif
Humnabad,395,1079.56,24.95,Black Soil,68,41,48,68.24,4500,Rabi
Bhalki,707,1383.84,27.49,Black Soil,73,25,52,73.79,4700,Kharif
Basavakalyan,353,1220.37,28.1,Laterite Soil,57,34,53,73.04,4628,Kharif
Bidar,1054,1376.36,30.7,Black Soil,71,25,42,91.46,4700,Kharif
Aurad,1366,1065.53,29.57,Laterite Soil,45,37,37,77.66,4259,Kharif
Basavakalyan,823,1204.82,27.4,Red Soil,51,30,47,75.65,4592,Kharif
Bidar,885,1238.41,28.7,Laterite Soil,48,31,59,88.63,4654,Kharif
Basavakalyan,1427,1465.86,29.7,Red Soil,54,49,48,61.71,4700,Kharif
Bhalki,433,1059.96,21.73,Laterite Soil,79,27,47,63.03,4590,Kharif
Aurad,367,1462.01,22.61,Laterite Soil,60,43,51,60.76,4700,Rabi
Basavakalyan,722,1382.92,28.95,Laterite Soil,71,41,56,84.08,4700,Kharif
Aurad,331,1338.54,31.06,Red Soil,64,49,48,78.4,4700,Kharif
Humnabad,1123,1372.12,25.32,Red Soil,54,33,51,90.66,4700,Kharif
Humnabad,1090,1263.26,32.74,Laterite Soil,77,23,33,77.45,4700,Rabi
Bhalki,1396,1046.45,22.81,Red Soil,51,37,42,67.76,4390,Kharif
Bhalki,357,1013.7,25.42,Laterite Soil,66,25,41,88.18,4437,Kharif
Humnabad,572,1419.8,24.92,Red Soil,61,25,44,70.3,4700,Kharif
Basavakalyan,1343,1335.08,32.09,Laterite Soil,53,45,55,92.75,4700,Kharif
Bidar,288,1027.92,23.71,Black Soil,54,38,44,68.76,4356,Kharif
Bidar,352,1269.06,26.12,Black Soil,75,21,39,65.87,4700,Kharif
Humnabad,403,1168.53,22.43,Laterite Soil,75,23,51,77.27,4700,Kharif
Bidar,1339,995.19,26.78,Red Soil,49,43,58,61.77,4162,Kharif
Basavakalyan,718,1219.11,31.15,Laterite Soil,62,24,48,61.27,4532,Kharif
Bidar,575,1068.91,23.95,Black Soil,50,34,50,77.36,4434,Kharif
Bidar,1310,957.75,30.54,Black Soil,72,22,37,67.53,4162,Kharif
Humnabad,1083,1180.17,31.85,Laterite Soil,68,48,48,60.33,4477,Kharif
Aurad,1118,1254.07,20.95,Black Soil,49,35,54,70.36,4700,Kharif
Aurad,911,928.14,29.83,Laterite Soil,72,49,38,76.71,4163,Kharif
Basavakalyan,718,1141.26,23.32,Black Soil,47,32,58,73.8,4548,Kharif
Aurad,728,1054.6,22.28,Red Soil,62,31,36,64.74,4472,Kharif
Bhalki,380,918.39,27.81,Red Soil,48,40,37,80.29,4067,Kharif
Humnabad,1144,975.4,29.17,Red Soil,76,28,38,84.86,4321,Kharif
Aurad,1417,983.42,25.13,Laterite Soil,76,30,46,83.64,4432,Kharif
Bidar,435,1009.72,20.51,Laterite Soil,63,27,44,73.78,4477,Kharif
Aurad,1071,1382.03,31.81,Red Soil,73,47,45,64.82,4700,Kharif
Humnabad,203,1163.7,29.5,Red Soil,77,45,36,77.48,4629,Rabi
Bidar,939,988.25,23.53,Red Soil,46,26,39,91.17,4331,Kharif
Bidar,727,960.18,26.46,Black Soil,55,23,48,76.41,4202,Kharif
Humnabad,1443,1078.76,20.36,Red Soil,77,21,35,66.85,4662,Kharif
Basavakalyan,538,1378.81,24.41,Black Soil,45,47,54,63.26,4700,Rabi
Basavakalyan,1186,1118.68,26.79,Red Soil,61,44,41,93.04,4582,Rabi
Humnabad,492,995.94,26.72,Laterite Soil,60,38,44,86.01,4328,Kharif
Humnabad,488,1142.47,22.71,Red Soil,46,41,39,70.95,4548,Kharif
Humnabad,173,1233.19,30.1,Black Soil,48,49,56,70.34,4536,Kharif
Bidar,1208,917.75,23.89,Red Soil,76,48,53,91.33,4376,Rabi
Bidar,735,1276.59,27.55,Black Soil,51,42,47,66.21,4679,Kharif
Humnabad,571,1137.06,23.53,Red Soil,73,31,33,78.73,4700,Rabi
Bidar,1463,905.84,25.53,Black Soil,53,22,59,84.97,4150,Kharif
Bhalki,1463,1304.33,22.7,Black Soil,79,38,40,73.87,4700,Kharif
Humnabad,1192,1327.43,28.23,Red Soil,49,22,34,61.4,4700,Kharif
Bidar,1465,1277.3,25.53,Red Soil,65,38,42,67.97,4700,Kharif
Basavakalyan,527,1105.16,20.21,Laterite Soil,61,38,39,91.56,4700,Rabi
Humnabad,1327,1217.76,20.37,Laterite Soil,58,26,51,78.31,4700,Kharif
Humnabad,277,1132.29,26.12,Laterite Soil,76,48,58,88.54,4695,Rabi
Humnabad,582,1320.37,22.38,Black Soil,59,33,36,79.45,4700,Kharif
Aurad,926,1250.15,27.61,Black Soil,65,40,40,93.03,4700,Kharif
Humnabad,963,949.08,25.31,Laterite Soil,58,23,33,91.82,4290,Kharif
Basavakalyan,1443,1285.86,28.51,Laterite Soil,60,25,33,76.9,4700,Kharif
Bidar,664,1312.34,32.38,Red Soil,45,33,34,71.14,4607,Kharif
Humnabad,1431,1122.42,26.87,Laterite Soil,62,27,54,81.06,4544,Rabi
Bhalki,651,1425.47,30.24,Black Soil,78,37,38,83.62,4700,Kharif
Bidar,1138,1405.81,29.79,Red Soil,70,47,59,77.44,4700,Kharif
Basavakalyan,566,1005.1,31.98,Laterite Soil,65,34,30,88.78,4254,Rabi
Aurad,249,1442.56,22.78,Laterite Soil,45,38,58,66.42,4700,Kharif
Basavakalyan,1028,1164.52,30.76,Laterite Soil,71,37,45,71.7,4539,Kharif
Aurad,1226,1334.25,31.77,Red Soil,55,49,34,84.02,4700,Kharif
Bidar,577,1388.46,25.11,Red Soil,58,34,34,68.63,4700,Kharif
Aurad,827,1203.07,24.08,Red Soil,72,42,36,75.39,4700,Kharif
Bidar,298,1139.46,32.38,Laterite Soil,71,31,37,93.73,4542,Kharif
Basavakalyan,824,1449.27,28.16,Red Soil,66,37,48,81.91,4700,Rabi
Basavakalyan,600,1038.51,24.95,Red Soil,65,49,30,93.22,4508,Kharif
Aurad,683,1054.18,30.29,Red Soil,68,24,47,85.29,4389,Kharif
Bhalki,681,1116.97,23.96,Red Soil,63,46,51,85.36,4630,Kharif
Basavakalyan,1017,1415.68,22.29,Black Soil,68,34,40,80.72,4700,Rabi
Aurad,872,1463.27,27.07,Laterite Soil,70,45,59,64.98,4700,Kharif
Humnabad,1497,1032.04,27.36,Red Soil,69,28,51,78.19,4400,Kharif
Bidar,1013,1418.32,30.73,Black Soil,73,27,56,68.84,4700,Kharif
Humnabad,968,1054.92,25.94,Black Soil,54,27,58,94.95,4454,Kharif
Humnabad,395,1482.38,30.59,Laterite Soil,55,22,45,69.34,4700,Kharif
Humnabad,303,1258.44,24.05,Laterite Soil,68,32,50,68.07,4700,Kharif
Aurad,395,904.25,27.48,Red Soil,68,32,40,81.84,4176,Kharif
Basavakalyan,964,920.48,22.71,Laterite Soil,56,31,50,77.88,4236,Kharif
Humnabad,1216,988.49,25.01,Laterite Soil,51,34,38,60.75,4203,Kharif
Aurad,542,1012.54,31.15,Laterite Soil,61,33,56,64.53,4167,Kharif
Basavakalyan,312,1360.57,22.81,Laterite Soil,79,20,36,88.39,4700,Kharif
Bidar,615,1033.66,30.53,Red Soil,50,21,51,76.93,4205,Kharif
Basavakalyan,661,1481.48,23.68,Black Soil,56,42,44,65.11,4700,Kharif
Basavakalyan,1320,1281.67,20.45,Laterite Soil,59,23,40,76.28,4700,Kharif
Humnabad,997,1315.51,21.43,Black Soil,76,32,52,68.86,4700,Kharif
Aurad,1329,1030.69,29.7,Black Soil,67,29,48,67.83,4286,Kharif
Bhalki,664,1435.62,23.41,Black Soil,51,40,58,93.52,4700,Kharif
Bidar,295,1300.69,28.5,Laterite Soil,75,32,36,72.67,4700,Kharif
Aurad,1442,1418.64,29.09,Laterite Soil,73,20,45,61.63,4700,Kharif
Humnabad,1417,1473.89,24.49,Red Soil,72,30,32,93.96,4700,Kharif
Aurad,445,975.38,26.17,Laterite Soil,56,37,45,87.82,4288,Kharif
Bhalki,956,957.95,25.25,Laterite Soil,71,28,37,68.9,4294,Rabi
Bidar,463,1382.04,32.32,Laterite Soil,48,25,55,74.31,4700,Kharif
Basavakalyan,718,1419.68,24.16,Black Soil,65,42,39,90.18,4700,Kharif
Bidar,429,1250.26,22.38,Red Soil,53,32,38,72.51,4700,Kharif
Bhalki,626,1119.6,24.75,Black Soil,78,24,32,79.86,4683,Kharif
Bidar,1292,1291.58,28.7,Red Soil,65,44,36,78.72,4700,Kharif
Bidar,683,1083.4,29.07,Laterite Soil,67,49,37,74.05,4421,Kharif
Humnabad,623,1043.03,32.01,Laterite Soil,68,29,32,82.38,4314,Kharif
Basavakalyan,361,1192.89,31.46,Black Soil,54,24,45,76.57,4490,Kharif
Bhalki,877,1029.69,23.75,Black Soil,50,41,51,60.74,4302,Kharif
Humnabad,737,1190.22,25.92,Black Soil,65,29,58,88.5,4700,Kharif
Bidar,1339,1473.96,29.71,Red Soil,73,44,43,63.96,4700,Kharif
Bidar,629,1403.87,31.91,Black Soil,65,24,36,76.24,4700,Kharif
Aurad,210,1464.98,24.38,Laterite Soil,66,39,33,80.3,4700,Rabi
Humnabad,1452,1383.8,25.78,Red Soil,79,47,35,84.69,4700,Kharif
Bhalki,921,1112.85,31.69,Red Soil,49,40,36,74.38,4302,Kharif
Bhalki,737,1387.23,24.66,Laterite Soil,59,30,41,85.74,4700,Kharif
